stu_id,strat_id,psu,bystuwt,byses1,bytxmstd,bytxrstd,f2ps1lvl,first_pei,byses1_decile_wtd,byses1_percentile,bytxmstd_quintile_wtd,bytxmstd_quintile,bytxrstd_quintile_wtd,bytxrstd_quintile,first_pei_4yr
401117,401,"PSU 1",47.768,-.86,49.04,50.42,"Four or more years","4-years or more",2,2,3,3,3,3,1
365105,365,"PSU 1",111.9102,-.8,46.35,45.61,.c,"no college",2,2,2,2,2,2,0
436221,436,"PSU 2",27.4499,-.74,40.68,46.23,"Four or more years","4-years or more",2,2,1,1,2,2,1
390112,390,"PSU 1",78.8561,-.92,53.34,58.67,"Four or more years","4-years or more",2,2,4,3,4,4,1
222216,222,"PSU 2",195.0396,-.92,37.39,55.1,.c,"no college",2,2,1,1,4,4,0
323219,323,"PSU 2",177.2022,-.91,37.95,43.51,"Four or more years","4-years or more",2,2,1,1,2,2,1
180212,180,"PSU 2",146.1226,-.89,21.96,28.48,.c,"no college",2,2,1,1,1,1,0
127113,127,"PSU 1",192.7498,-.76,49.54,70.87,"Four or more years","4-years or more",2,2,3,3,5,5,1
284117,284,"PSU 1",237.5801,-.71,33.41,32.05,.c,"no college",2,2,1,1,1,1,0
390107,390,"PSU 1",78.8561,-.69,59.23,49.43,.d,.d,2,2,5,4,3,3,.d
365227,365,"PSU 2",241.1129,-.66,43.62,43.76,"At least 2, but less than 4 years","2-years",2,2,2,2,2,2,0
378122,378,"PSU 1",313.0606,-.72,43.13,40.93,.c,"no college",2,2,2,2,1,1,0
225113,225,"PSU 1",164.3725,-.92,33.36,40.56,.c,"no college",2,2,1,1,1,1,0
111105,111,"PSU 1",124.5787,-.84,51.76,53.37,.h,.h,2,2,3,3,4,4,.h
372110,372,"PSU 1",230.2887,-.94,36.77,49.55,"Four or more years","4-years or more",2,1,1,1,3,3,1
292216,292,"PSU 2",157.4615,-.81,48.75,39.32,.c,"no college",2,2,3,3,1,1,0
156106,156,"PSU 1",567.4452,-.79,62.8,61.51,"Four or more years","4-years or more",2,2,5,5,5,5,1
193220,193,"PSU 2",185.4497,-.75,38.17,45.24,.c,"no college",2,2,1,1,2,2,0
372220,372,"PSU 2",322.106,-.67,54.09,50.54,.c,"no college",2,2,4,4,3,3,0
256215,256,"PSU 2",465.9131,-.92,50.8,51.52,"Four or more years","4-years or more",2,2,3,3,3,3,1
121214,121,"PSU 2",178.0941,-.94,47.14,35.14,"Less than 2-years","less than 2-years",2,1,2,2,1,1,0
149216,149,"PSU 2",383.8847,-.82,42.53,32.55,.d,.d,2,2,2,2,1,1,.d
332203,332,"PSU 2",184.2541,-.84,35.83,35.26,.c,"no college",2,2,1,1,1,1,0
176214,176,"PSU 2",262.3479,-.82,58.07,59.04,"Four or more years","4-years or more",2,2,4,4,5,5,1
125210,125,"PSU 2",342.2747,-.83,40.95,45.36,.c,"no college",2,2,1,1,2,2,0
248105,248,"PSU 1",174.523,-.9,41.17,41.3,"Four or more years","4-years or more",2,2,1,1,2,1,1
292108,292,"PSU 1",196.9865,-.84,52.45,52.14,"Four or more years","4-years or more",2,2,3,3,3,3,1
406218,406,"PSU 2",86.1088,-.79,50.37,51.03,"Four or more years","4-years or more",2,2,3,3,3,3,1
342108,342,"PSU 1",459.1104,-.75,54.35,46.84,"At least 2, but less than 4 years","2-years",2,2,4,4,2,2,0
323104,323,"PSU 1",92.0597,-.74,50.66,46.72,"Four or more years","4-years or more",2,2,3,3,2,2,1
352112,352,"PSU 1",248.7312,-.85,53.2,54.73,.c,"no college",2,2,4,3,4,4,0
256323,256,"PSU 3",491.9041,-.79,45.03,30.58,"At least 2, but less than 4 years","2-years",2,2,2,2,1,1,0
410103,410,"PSU 1",10.1999,-.73,42.99,38.09,.d,.d,2,2,2,2,1,1,.d
290212,290,"PSU 2",19.1247,-.8,40.71,45.73,.c,"no college",2,2,1,1,2,2,0
342125,342,"PSU 1",492.7759,-.93,32.85,28.48,.d,.d,2,2,1,1,1,1,.d
150205,150,"PSU 2",160.4155,-.94,43.67,33.9,.d,.d,2,1,2,2,1,1,.d
302116,302,"PSU 1",327.2843,-.79,46.98,40.8,.c,"no college",2,2,2,2,1,1,0
340107,340,"PSU 1",547.5964,-.77,58.51,63.35,"Four or more years","4-years or more",2,2,4,4,5,5,1
334106,334,"PSU 1",242.8371,-.85,40.23,50.05,.c,"no college",2,2,1,1,3,3,0
187202,187,"PSU 2",247.3998,-.8,45.51,42.65,"Four or more years","4-years or more",2,2,2,2,2,2,1
281102,281,"PSU 1",437.0309,-.9,64.48,61.63,.c,"no college",2,2,5,5,5,5,0
195106,195,"PSU 1",197.54,-.74,46.66,42.16,.c,"no college",2,2,2,2,2,2,0
374119,374,"PSU 1",359.2136,-.82,45.19,43.76,"Four or more years","4-years or more",2,2,2,2,2,2,1
373212,373,"PSU 2",65.4679,-.76,53.28,46.6,"At least 2, but less than 4 years","2-years",2,2,4,3,2,2,0
260203,260,"PSU 2",301.7143,-.89,37.85,35.5,.c,"no college",2,2,1,1,1,1,0
427143,427,"PSU 1",37.7412,-.67,45.64,53.37,.d,.d,2,2,2,2,4,4,.d
195234,195,"PSU 2",149.0028,-.73,51.48,50.42,"Less than 2-years","less than 2-years",2,2,3,3,3,3,0
340105,340,"PSU 1",547.5964,-.93,30.78,31.32,.c,"no college",2,2,1,1,1,1,0
231216,231,"PSU 2",264.8671,-.78,46.62,40.56,"At least 2, but less than 4 years","2-years",2,2,2,2,1,1,0
224122,224,"PSU 1",296.7635,-.93,45.86,48.81,.c,"no college",2,2,2,2,3,3,0
384104,384,"PSU 1",47.1577,-.86,37.93,37.72,.d,.d,2,2,1,1,1,1,.d
131101,131,"PSU 1",374.0115,-.74,39.92,40.8,.c,"no college",2,2,1,1,1,1,0
261202,261,"PSU 2",461.5197,-.87,32.99,27.62,.c,"no college",2,2,1,1,1,1,0
195226,195,"PSU 2",152.6247,-.68,41.23,37.85,.c,"no college",2,2,1,1,1,1,0
353227,353,"PSU 2",208.97,-.78,53.19,49.06,"At least 2, but less than 4 years","2-years",2,2,4,3,3,3,0
135208,135,"PSU 2",227.5525,-.91,39.01,35.01,.h,.h,2,2,1,1,1,1,.h
246113,246,"PSU 1",126.3639,-.91,50.52,37.97,.d,.d,2,2,3,3,1,1,.d
391202,391,"PSU 2",53.5885,-.82,53.96,55.71,"Four or more years","4-years or more",2,2,4,4,4,4,1
251125,251,"PSU 1",118.192,-.93,45.73,36.98,.c,"no college",2,2,2,2,1,1,0
104109,104,"PSU 1",484.2018,-.92,29.12,28.73,.c,"no college",2,2,1,1,1,1,0
382214,382,"PSU 2",101.5272,-.67,53.75,47.21,"Four or more years","4-years or more",2,2,4,4,2,2,1
217308,217,"PSU 3",316.0489,-.69,70.18,66.56,"Four or more years","4-years or more",2,2,5,5,5,5,1
341122,341,"PSU 1",79.4168,-.68,72.55,60.03,"Four or more years","4-years or more",2,2,5,5,5,5,1
368130,368,"PSU 1",258.2394,-.74,62.82,60.4,"Four or more years","4-years or more",2,2,5,5,5,5,1
355229,355,"PSU 2",112.5047,-.87,36.21,44.13,"Four or more years","4-years or more",2,2,1,1,2,2,1
458218,458,"PSU 2",40.9581,-.68,68.76,70.38,"Four or more years","4-years or more",2,2,5,5,5,5,1
302202,302,"PSU 2",129.7267,-.88,50.96,30.95,.c,"no college",2,2,3,3,1,1,0
355220,355,"PSU 2",530.904,-.67,53.68,57.81,.c,"no college",2,2,4,4,4,4,0
350104,350,"PSU 1",72.5393,-.93,49.58,45.24,"At least 2, but less than 4 years","2-years",2,2,3,3,2,2,0
136222,136,"PSU 2",393.1926,-.9,55.06,54.61,.c,"no college",2,2,4,4,4,4,0
107204,107,"PSU 2",230.7713,-.8,34.08,39.32,.c,"no college",2,2,1,1,1,1,0
191203,191,"PSU 2",99.7249,-.91,59.46,45.24,.c,"no college",2,2,5,5,2,2,0
371205,371,"PSU 2",145.794,-.85,42.94,38.71,.d,.d,2,2,2,2,1,1,.d
130204,130,"PSU 2",513.4366,-.86,39.66,35.87,.c,"no college",2,2,1,1,1,1,0
381113,381,"PSU 1",229.9823,-.92,57.27,51.4,.c,"no college",2,2,4,4,3,3,0
303212,303,"PSU 2",86.2865,-.83,59.9,53.87,"At least 2, but less than 4 years","2-years",2,2,5,5,4,4,0
139212,139,"PSU 2",194.5,-.77,59.48,49.18,"Less than 2-years","less than 2-years",2,2,5,5,3,3,0
277133,277,"PSU 1",116.4379,-.94,38.61,39.57,"At least 2, but less than 4 years","2-years",2,1,1,1,1,1,0
178106,178,"PSU 1",258.8853,-.93,41.31,46.23,"Four or more years","4-years or more",2,2,1,1,2,2,1
269230,269,"PSU 2",12.7094,-.69,52.28,49.68,.d,.d,2,2,3,3,3,3,.d
124215,124,"PSU 2",270.6841,-.82,42.6,34.4,.d,.d,2,2,2,2,1,1,.d
268214,268,"PSU 2",88.7716,-.76,40.01,42.16,.d,.d,2,2,1,1,2,2,.d
305107,305,"PSU 1",46.1739,-.69,35.17,44.62,.c,"no college",2,2,1,1,2,2,0
325132,325,"PSU 1",41.1925,-.79,40.83,45.12,.d,.d,2,2,1,1,2,2,.d
224213,224,"PSU 2",263.0656,-.92,28.73,35.01,.c,"no college",2,2,1,1,1,1,0
145126,145,"PSU 1",365.0378,-.67,46.16,43.51,.c,"no college",2,2,2,2,2,2,0
106109,106,"PSU 1",425.4231,-.69,42.6,46.35,"At least 2, but less than 4 years","2-years",2,2,2,2,2,2,0
371111,371,"PSU 1",102.0022,-.92,61.5,42.78,"Four or more years","4-years or more",2,2,5,5,2,2,1
158214,158,"PSU 2",210.1976,-.76,49.18,59.29,"Four or more years","4-years or more",2,2,3,3,5,5,1
254226,254,"PSU 2",335.1407,-.87,56.13,49.55,.c,"no college",2,2,4,4,3,3,0
253119,253,"PSU 1",297.7469,-.8,22.64,31.93,.c,"no college",2,2,1,1,1,1,0
449202,449,"PSU 2",270.0713,-.66,50.38,53.62,"Four or more years","4-years or more",2,2,3,3,4,4,1
205124,205,"PSU 1",313.7077,-.75,49.37,39.08,"At least 2, but less than 4 years","2-years",2,2,3,3,1,1,0
147125,147,"PSU 1",291.2291,-.8,36.6,45.12,"Four or more years","4-years or more",2,2,1,1,2,2,1
124125,124,"PSU 1",288.3566,-.83,52.33,51.77,.c,"no college",2,2,3,3,3,3,0
268303,268,"PSU 3",68.0026,-.88,45,38.83,"At least 2, but less than 4 years","2-years",2,2,2,2,1,1,0
110203,110,"PSU 2",225.0863,-.67,50.17,43.88,"At least 2, but less than 4 years","2-years",2,2,3,3,2,2,0
438109,438,"PSU 1",202.0061,-.7,31.22,33.9,"Four or more years","4-years or more",2,2,1,1,1,1,1
291230,291,"PSU 2",321.9797,-.7,49.5,39.69,"At least 2, but less than 4 years","2-years",2,2,3,3,1,1,0
158213,158,"PSU 2",204.9003,-.82,48.35,41.67,.c,"no college",2,2,3,3,2,1,0
293135,293,"PSU 1",296.7736,-.76,35.03,51.4,"At least 2, but less than 4 years","2-years",2,2,1,1,3,3,0
249203,249,"PSU 2",138.7123,-.79,38.33,31.68,"At least 2, but less than 4 years","2-years",2,2,1,1,1,1,0
329103,329,"PSU 1",86.835,-.79,70.79,57.93,"Four or more years","4-years or more",2,2,5,5,4,4,1
137228,137,"PSU 2",22.4315,-.7,37.63,43.76,.c,"no college",2,2,1,1,2,2,0
102108,102,"PSU 1",239.9451,-.94,41.94,40.8,"Four or more years","4-years or more",2,1,2,1,1,1,1
361229,361,"PSU 2",247.057,-.74,33.5,33.41,.c,"no college",2,2,1,1,1,1,0
308302,308,"PSU 3",165.7014,-.86,68.54,55.84,.c,"no college",2,2,5,5,4,4,0
191114,191,"PSU 1",81.1708,-.92,54.13,47.83,.c,"no college",2,2,4,4,3,2,0
460105,460,"PSU 1",26.5505,-.67,38.71,33.78,"At least 2, but less than 4 years","2-years",2,2,1,1,1,1,0
194118,194,"PSU 1",252.883,-.85,33.53,38.71,.c,"no college",2,2,1,1,1,1,0
426315,426,"PSU 3",51.8944,-.74,50.18,56.33,"Four or more years","4-years or more",2,2,3,3,4,4,1
288220,288,"PSU 2",38.4498,-.75,40.34,33.04,.h,.h,2,2,1,1,1,1,.h
102116,102,"PSU 1",35.8233,-.82,29.87,39.2,.c,"no college",2,2,1,1,1,1,0
352318,352,"PSU 3",223.9111,-.78,48.38,44.62,"Less than 2-years","less than 2-years",2,2,3,3,2,2,0
138230,138,"PSU 2",233.4601,-.68,48.1,50.05,.c,"no college",2,2,3,2,3,3,0
266211,266,"PSU 2",158.442,-.66,45.42,56.21,.c,"no college",2,2,2,2,4,4,0
290233,290,"PSU 2",19.1247,-.86,57.94,59.9,"Four or more years","4-years or more",2,2,4,4,5,5,1
239135,239,"PSU 1",183.6148,-.92,52.85,51.15,.d,.d,2,2,3,3,3,3,.d
142106,142,"PSU 1",240.8751,-.94,48.18,52.02,.d,.d,2,1,3,2,3,3,.d
381306,381,"PSU 3",133.1292,-.76,40.19,29.71,.d,.d,2,2,1,1,1,1,.d
219228,219,"PSU 2",142.3246,-.83,35.04,34.77,.c,"no college",2,2,1,1,1,1,0
361227,361,"PSU 2",243.3985,-.88,37.58,38.09,.c,"no college",2,2,1,1,1,1,0
101123,101,"PSU 1",192.4304,-.69,47.74,46.35,.c,"no college",2,2,3,2,2,2,0
140215,140,"PSU 2",421.9662,-.66,45.43,44.75,.c,"no college",2,2,2,2,2,2,0
292120,292,"PSU 1",196.9865,-.8,25.78,29.71,"At least 2, but less than 4 years","2-years",2,2,1,1,1,1,0
150226,150,"PSU 2",159.2866,-.9,43.53,48.07,"Four or more years","4-years or more",2,2,2,2,3,2,1
394212,394,"PSU 2",33.4215,-.93,49.64,53.62,"Four or more years","4-years or more",2,2,3,3,4,4,1
115220,115,"PSU 2",504.8508,-.76,55.66,60.89,.d,.d,2,2,4,4,5,5,.d
229117,229,"PSU 1",271.6359,-.7,45.14,39.08,.c,"no college",2,2,2,2,1,1,0
285126,285,"PSU 1",200.2571,-.93,48.73,51.77,.c,"no college",2,2,3,3,3,3,0
236119,236,"PSU 1",171.5034,-.8,52.93,47.7,"At least 2, but less than 4 years","2-years",2,2,4,3,3,2,0
101221,101,"PSU 2",171.2882,-.93,59.67,56.08,.c,"no college",2,2,5,5,4,4,0
250325,250,"PSU 3",163.8889,-.68,58.58,55.84,"Four or more years","4-years or more",2,2,4,4,4,4,1
242108,242,"PSU 1",138.5874,-.68,55.08,35.87,.c,"no college",2,2,4,4,1,1,0
324104,324,"PSU 1",203.954,-.84,51.28,46.72,.h,.h,2,2,3,3,2,2,.h
236122,236,"PSU 1",171.5034,-.76,51.71,47.09,.c,"no college",2,2,3,3,2,2,0
367126,367,"PSU 1",168.7086,-.69,43.76,43.51,"At least 2, but less than 4 years","2-years",2,2,2,2,2,2,0
147120,147,"PSU 1",34.0394,-.8,42.75,44.5,"Four or more years","4-years or more",2,2,2,2,2,2,1
360216,360,"PSU 2",318.4214,-.79,63.35,54.97,.c,"no college",2,2,5,5,4,4,0
285219,285,"PSU 2",128.2925,-.91,28.57,33.66,.d,.d,2,2,1,1,1,1,.d
302128,302,"PSU 1",327.2843,-.9,48.83,43.88,"At least 2, but less than 4 years","2-years",2,2,3,3,2,2,0
324309,324,"PSU 3",81.5623,-.76,37.22,39.57,"Four or more years","4-years or more",2,2,1,1,1,1,1
202202,202,"PSU 2",208.8775,-.76,32.88,33.16,.c,"no college",2,2,1,1,1,1,0
326220,326,"PSU 2",282.3213,-.69,63.87,57.56,"Four or more years","4-years or more",2,2,5,5,4,4,1
427122,427,"PSU 1",36.8509,-.9,49.38,43.39,.d,.d,2,2,3,3,2,2,.d
252109,252,"PSU 1",169.247,-.72,50.78,60.4,.d,.d,2,2,3,3,5,5,.d
197125,197,"PSU 1",304.8618,-.68,58.5,44.13,.c,"no college",2,2,4,4,2,2,0
244201,244,"PSU 2",216.308,-.82,31.26,39.08,.c,"no college",2,2,1,1,1,1,0
239111,239,"PSU 1",185.7276,-.82,40.73,49.55,"Four or more years","4-years or more",2,2,1,1,3,3,1
322206,322,"PSU 2",19.8366,-.86,76.65,55.84,"Four or more years","4-years or more",2,2,5,5,4,4,1
102206,102,"PSU 2",791.2892,-.76,37.05,35.01,.c,"no college",2,2,1,1,1,1,0
434120,434,"PSU 1",29.894,-.77,53.52,55.84,"Four or more years","4-years or more",2,2,4,4,4,4,1
153103,153,"PSU 1",300.6365,-.73,42.7,45.24,.h,.h,2,2,2,2,2,2,.h
181114,181,"PSU 1",222.5419,-.85,52.49,56.08,.c,"no college",2,2,3,3,4,4,0
241107,241,"PSU 1",484.6893,-.7,28.34,36.86,.c,"no college",2,2,1,1,1,1,0
226214,226,"PSU 2",255.9419,-.68,31.82,25.4,.c,"no college",2,2,1,1,1,1,0
401124,401,"PSU 1",47.768,-.84,48.3,49.55,"At least 2, but less than 4 years","2-years",2,2,3,2,3,3,0
347112,347,"PSU 1",473.5806,-.84,52.85,56.7,"Four or more years","4-years or more",2,2,3,3,4,4,1
107114,107,"PSU 1",159.3455,-.85,26.75,29.59,"Less than 2-years","less than 2-years",2,2,1,1,1,1,0
302102,302,"PSU 1",327.2843,-.88,53.86,51.03,"At least 2, but less than 4 years","2-years",2,2,4,4,3,3,0
319108,319,"PSU 1",252.0736,-.73,48.23,51.89,.c,"no college",2,2,3,2,3,3,0
204222,204,"PSU 2",96.1813,-.94,50,40.68,.c,"no college",2,1,3,3,1,1,0
176116,176,"PSU 1",302.9694,-.84,50.34,54.73,.d,.d,2,2,3,3,4,4,.d
161105,161,"PSU 1",243.2,-.77,47.92,42.9,"Four or more years","4-years or more",2,2,3,2,2,2,1
181221,181,"PSU 2",234.1056,-.66,43.93,60.89,"At least 2, but less than 4 years","2-years",2,2,2,2,5,5,0
137105,137,"PSU 1",286.0907,-.71,30.87,57.56,.c,"no college",2,2,1,1,4,4,0
249217,249,"PSU 2",174.7763,-.78,49.57,44.62,.c,"no college",2,2,3,3,2,2,0
338226,338,"PSU 2",421.9387,-.87,28.81,44.87,.c,"no college",2,2,1,1,2,2,0
229201,229,"PSU 2",267.058,-.72,46.09,43.39,"Four or more years","4-years or more",2,2,2,2,2,2,1
357310,357,"PSU 3",412.1076,-.77,35.77,47.83,"At least 2, but less than 4 years","2-years",2,2,1,1,3,2,0
133205,133,"PSU 2",176.3156,-.81,43.16,48.44,.i,.i,2,2,2,2,3,3,.i
278214,278,"PSU 2",184.9016,-.69,44.91,49.06,"At least 2, but less than 4 years","2-years",2,2,2,2,3,3,0
370117,370,"PSU 1",192.5597,-.93,45.14,45.36,.c,"no college",2,2,2,2,2,2,0
194126,194,"PSU 1",57.7794,-.7,39.15,49.31,"At least 2, but less than 4 years","2-years",2,2,1,1,3,3,0
379114,379,"PSU 1",177.5849,-.85,52.84,44.87,.c,"no college",2,2,3,3,2,2,0
396106,396,"PSU 1",55.4635,-.74,50.02,44.75,.h,.h,2,2,3,3,2,2,.h
177116,177,"PSU 1",227.4797,-.77,55.95,52.26,"At least 2, but less than 4 years","2-years",2,2,4,4,3,3,0
443202,443,"PSU 2",44.1181,-.76,46.9,54.36,"At least 2, but less than 4 years","2-years",2,2,2,2,4,4,0
433115,433,"PSU 1",187.7921,-.84,50.45,51.77,"At least 2, but less than 4 years","2-years",2,2,3,3,3,3,0
250203,250,"PSU 2",159.1781,-.93,47.86,37.11,"At least 2, but less than 4 years","2-years",2,2,3,2,1,1,0
441101,441,"PSU 1",74.3915,-.88,54.46,35.5,.d,.d,2,2,4,4,1,1,.d
318207,318,"PSU 2",483.7189,-.76,32.69,33.9,.c,"no college",2,2,1,1,1,1,0
196203,196,"PSU 2",275.6083,-.75,36.81,42.41,.c,"no college",2,2,1,1,2,2,0
219231,219,"PSU 2",139.9818,-.93,41.33,26.39,.c,"no college",2,2,1,1,1,1,0
303109,303,"PSU 1",324.9064,-.67,25.37,30.21,.c,"no college",2,2,1,1,1,1,0
319210,319,"PSU 2",78.7371,-.68,51.62,51.03,"At least 2, but less than 4 years","2-years",2,2,3,3,3,3,0
244212,244,"PSU 2",216.308,-.88,45.98,42.9,.c,"no college",2,2,2,2,2,2,0
156205,156,"PSU 2",133.9948,-.81,65.03,50.05,.d,.d,2,2,5,5,3,3,.d
237207,237,"PSU 2",170.0926,-.83,52.63,57.07,"At least 2, but less than 4 years","2-years",2,2,3,3,4,4,0
233109,233,"PSU 1",198.0134,-.93,33.12,42.53,"At least 2, but less than 4 years","2-years",2,2,1,1,2,2,0
342105,342,"PSU 1",105.4994,-.92,56.62,55.22,.c,"no college",2,2,4,4,4,4,0
132235,132,"PSU 2",179.6046,-.76,50.83,39.69,"At least 2, but less than 4 years","2-years",2,2,3,3,1,1,0
237109,237,"PSU 1",215.7897,-.67,56.92,42.41,.c,"no college",2,2,4,4,2,2,0
171116,171,"PSU 1",504.4313,-.73,36.26,46.1,.d,.d,2,2,1,1,2,2,.d
160116,160,"PSU 1",142.2185,-.85,59.13,53.37,.c,"no college",2,2,5,4,4,4,0
158218,158,"PSU 2",229.2105,-.78,50.41,48.44,"Four or more years","4-years or more",2,2,3,3,3,3,1
125205,125,"PSU 2",342.2747,-.93,34.02,28.85,.d,.d,2,2,1,1,1,1,.d
310209,310,"PSU 2",575.7933,-.89,42.74,49.18,.c,"no college",2,2,2,2,3,3,0
343123,343,"PSU 1",65.0499,-.66,62.38,46.23,"Four or more years","4-years or more",2,2,5,5,2,2,1
213111,213,"PSU 1",266.7534,-.73,35.95,34.52,.c,"no college",2,2,1,1,1,1,0
145209,145,"PSU 2",246.9236,-.68,55.85,57.32,"At least 2, but less than 4 years","2-years",2,2,4,4,4,4,0
113116,113,"PSU 1",151.5844,-.74,45.53,40.19,"At least 2, but less than 4 years","2-years",2,2,2,2,1,1,0
149120,149,"PSU 1",175.0458,-.9,43.35,44.75,"Less than 2-years","less than 2-years",2,2,2,2,2,2,0
455205,455,"PSU 2",74.8111,-.77,56.43,57.44,"Four or more years","4-years or more",2,2,4,4,4,4,1
119206,119,"PSU 2",108.4017,-.94,38.67,39.32,"Less than 2-years","less than 2-years",2,1,1,1,1,1,0
251120,251,"PSU 1",111.6891,-.76,40.49,44.01,.c,"no college",2,2,1,1,2,2,0
230115,230,"PSU 1",243.6159,-.94,36.67,27.62,.c,"no college",2,1,1,1,1,1,0
204215,204,"PSU 2",96.1813,-.67,59.7,55.22,"At least 2, but less than 4 years","2-years",2,2,5,5,4,4,0
236206,236,"PSU 2",137.9106,-.74,45.42,50.42,"Less than 2-years","less than 2-years",2,2,2,2,3,3,0
368106,368,"PSU 1",167.226,-.91,45.57,51.52,.c,"no college",2,2,2,2,3,3,0
386105,386,"PSU 1",116.5235,-.77,48.26,43.64,"At least 2, but less than 4 years","2-years",2,2,3,2,2,2,0
164126,164,"PSU 1",99.3868,-.94,36.68,41.91,"At least 2, but less than 4 years","2-years",2,1,1,1,2,2,0
325230,325,"PSU 2",217.0115,-.86,37.53,49.43,"At least 2, but less than 4 years","2-years",2,2,1,1,3,3,0
233107,233,"PSU 1",198.0134,-.7,20.49,30.21,.c,"no college",2,2,1,1,1,1,0
302220,302,"PSU 2",124.9319,-.82,53.53,39.69,"Four or more years","4-years or more",2,2,4,4,1,1,1
103320,103,"PSU 3",135.357,-.83,47.14,39.82,"Less than 2-years","less than 2-years",2,2,2,2,1,1,0
268304,268,"PSU 3",725.5949,-.75,51.98,48.07,"At least 2, but less than 4 years","2-years",2,2,3,3,3,2,0
282213,282,"PSU 2",394.8293,-.67,40.33,39.57,.c,"no college",2,2,1,1,1,1,0
212209,212,"PSU 2",52.0563,-.75,38.55,40.31,"At least 2, but less than 4 years","2-years",2,2,1,1,1,1,0
256330,256,"PSU 3",513.5762,-.92,34.29,43.51,.c,"no college",2,2,1,1,2,2,0
340117,340,"PSU 1",108.4308,-.76,53.94,45.49,"Four or more years","4-years or more",2,2,4,4,2,2,1
132130,132,"PSU 1",256.0339,-.85,39.31,37.35,"At least 2, but less than 4 years","2-years",2,2,1,1,1,1,0
250308,250,"PSU 3",163.8889,-.85,56.79,52.63,"Four or more years","4-years or more",2,2,4,4,3,3,1
369221,369,"PSU 2",143.8909,-.8,59.19,57.69,"At least 2, but less than 4 years","2-years",2,2,5,4,4,4,0
221210,221,"PSU 2",240.726,-.69,50.58,47.09,.c,"no college",2,2,3,3,2,2,0
102226,102,"PSU 2",29.4139,-.78,53.27,46.1,"At least 2, but less than 4 years","2-years",2,2,4,3,2,2,0
377324,377,"PSU 3",229.6873,-.74,47.84,52.39,"Four or more years","4-years or more",2,2,3,2,3,3,1
344204,344,"PSU 2",114.9022,-.86,36.76,38.83,.c,"no college",2,2,1,1,1,1,0
101209,101,"PSU 2",207.1635,-.77,46.9,42.41,.d,.d,2,2,2,2,2,2,.d
201216,201,"PSU 2",219.7577,-.75,40.53,52.26,.c,"no college",2,2,1,1,3,3,0
206110,206,"PSU 1",18.3619,-.88,48.02,48.2,"Four or more years","4-years or more",2,2,3,2,3,3,1
433224,433,"PSU 2",68.277,-.73,43.13,53.99,"At least 2, but less than 4 years","2-years",2,2,2,2,4,4,0
372107,372,"PSU 1",129.1039,-.69,39.71,26.88,"At least 2, but less than 4 years","2-years",2,2,1,1,1,1,0
121201,121,"PSU 2",170.7147,-.94,49.03,46.96,"At least 2, but less than 4 years","2-years",2,1,3,3,2,2,0
418116,418,"PSU 1",84.5412,-.68,42.97,39.08,"Four or more years","4-years or more",2,2,2,2,1,1,1
363209,363,"PSU 2",381.9548,-.85,43.41,34.89,.c,"no college",2,2,2,2,1,1,0
253115,253,"PSU 1",297.7469,-.85,40.68,37.6,"At least 2, but less than 4 years","2-years",2,2,1,1,1,1,0
460210,460,"PSU 2",18.1805,-.84,58.15,52.39,.c,"no college",2,2,4,4,3,3,0
109111,109,"PSU 1",92.43,-.91,37.9,43.51,.d,.d,2,2,1,1,2,2,.d
290204,290,"PSU 2",19.1247,-.74,41.47,44.5,.d,.d,2,2,2,1,2,2,.d
325123,325,"PSU 1",419.4876,-.67,53.43,44.38,"Four or more years","4-years or more",2,2,4,3,2,2,1
216208,216,"PSU 2",367.5114,-.82,39.35,49.55,.c,"no college",2,2,1,1,3,3,0
385212,385,"PSU 2",95.5853,-.93,54.7,54.48,"Four or more years","4-years or more",2,2,4,4,4,4,1
163219,163,"PSU 2",97.0986,-.67,58.48,51.77,"Four or more years","4-years or more",2,2,4,4,3,3,1
149202,149,"PSU 2",383.8847,-.77,37.54,47.83,.c,"no college",2,2,1,1,3,2,0
384101,384,"PSU 1",47.1577,-.74,35.57,44.13,"Four or more years","4-years or more",2,2,1,1,2,2,1
367104,367,"PSU 1",168.7086,-.76,41.89,41.67,"Four or more years","4-years or more",2,2,2,1,2,1,1
443209,443,"PSU 2",21.7221,-.83,37.47,36,.c,"no college",2,2,1,1,1,1,0
295215,295,"PSU 2",425.7141,-.94,44.73,42.28,"At least 2, but less than 4 years","2-years",2,1,2,2,2,2,0
269201,269,"PSU 2",12.8562,-.72,42.21,35.38,.h,.h,2,2,2,1,1,1,.h
461204,461,"PSU 2",19.8088,-.79,37.08,32.55,.c,"no college",2,2,1,1,1,1,0
174210,174,"PSU 2",143.9098,-.77,54.58,53.5,.c,"no college",2,2,4,4,4,4,0
219201,219,"PSU 2",139.9818,-.84,36.92,33.41,.c,"no college",2,2,1,1,1,1,0
417108,417,"PSU 1",183.7479,-.69,54.78,55.22,"Four or more years","4-years or more",2,2,4,4,4,4,1
268310,268,"PSU 3",68.0026,-.94,37.03,38.09,.c,"no college",2,1,1,1,1,1,0
135211,135,"PSU 2",215.2487,-.75,31,40.06,.c,"no college",2,2,1,1,1,1,0
165201,165,"PSU 2",482.6207,-.76,36.83,37.11,.c,"no college",2,2,1,1,1,1,0
